EmployeeID,HireDate,Gender,Age,Department,JobRole,Education,YearsExperience,Salary,Location
342,2022-07-17,Female,50,Marketing,Analyst,Bachelor,37,141647.66,Austin
343,2020-06-02,Male,24,Customer Support,HR Specialist,Bachelor,6,34175.63,Austin
344,2016-10-11,Female,57,Customer Support,Analyst,High School,25,81268.25,Boston
345,2016-02-02,Non-binary,61,Sales,Analyst,High School,0,84592.0,Seattle
346,2018-09-09,Male,64,Marketing,Sales Executive,Master,2,88869.99,San Francisco
347,2020-12-14,Male,36,Sales,Sales Executive,High School,38,33925.78,San Francisco
348,2022-12-05,Male,37,HR,Support Agent,High School,33,63127.7,Boston
349,2021-04-13,Male,45,HR,Engineer,Bachelor,32,121326.72,Boston
350,2015-12-07,Female,57,Marketing,Analyst,High School,0,139250.63,Boston
351,2020-02-15,Male,29,Engineering,Analyst,Master,8,71559.41,Chicago
352,2020-04-17,Non-binary,55,Marketing,Manager,Master,37,79011.34,Boston
353,2021-07-07,Female,36,Sales,Support Agent,Bachelor,24,118895.65,Austin
354,2019-05-05,Non-binary,44,Engineering,Engineer,Bachelor,9,137047.72,Seattle
355,2018-09-30,Non-binary,39,Engineering,Sales Executive,High School,26,95327.47,New York
356,2019-11-01,Male,24,Engineering,HR Specialist,Bachelor,23,36557.26,Chicago
357,2021-03-10,Male,51,Customer Support,HR Specialist,Bachelor,15,116817.06,New York
358,2022-10-25,Non-binary,30,HR,Engineer,PhD,2,68622.54,Seattle
359,2018-12-16,Non-binary,27,Customer Support,HR Specialist,Master,21,53065.56,San Francisco
360,2019-06-13,Male,43,Finance,Manager,Master,25,48532.1,Boston
361,2020-04-23,Non-binary,43,Finance,Analyst,Master,22,101899.27,Seattle
362,2015-01-22,Male,30,Customer Support,Manager,High School,5,134879.03,New York
363,2020-08-10,Female,58,Marketing,HR Specialist,High School,15,57197.3,Chicago
364,2020-02-09,Female,38,Engineering,Sales Executive,PhD,28,85539.7,Boston
365,2022-08-29,Non-binary,47,Engineering,Analyst,Bachelor,29,132831.03,Boston
366,2015-10-20,Female,57,Engineering,Engineer,Master,27,118452.64,Seattle
367,2018-04-18,Non-binary,23,Marketing,Sales Executive,High School,24,114079.11,Chicago
368,2017-11-23,Female,47,Marketing,Sales Executive,PhD,28,129647.32,Boston
369,2021-07-28,Non-binary,49,Sales,Manager,High School,13,117067.21,Boston
370,2017-05-04,Non-binary,53,Engineering,Support Agent,Bachelor,27,86254.08,New York
371,2022-09-10,Female,50,Marketing,Sales Executive,Master,1,41848.94,Seattle
372,2016-02-15,Female,23,Engineering,Analyst,Master,16,145291.5,Seattle
373,2016-05-22,Female,30,Sales,HR Specialist,Master,3,58595.16,Seattle
374,2022-03-31,Male,36,Customer Support,Manager,PhD,28,94233.6,Austin
375,2019-02-11,Non-binary,37,HR,Engineer,High School,29,91381.53,Austin
376,2020-09-14,Female,43,HR,Analyst,High School,35,142754.19,Austin
377,2020-05-05,Non-binary,40,Customer Support,Engineer,PhD,36,86651.62,Boston
378,2022-10-06,Male,40,Sales,HR Specialist,Master,6,76838.32,New York
379,2022-09-08,Male,40,Sales,Support Agent,PhD,20,49081.71,Chicago
380,2021-04-09,Male,48,Engineering,Sales Executive,Master,29,120117.17,Chicago
381,2019-09-13,Male,33,HR,HR Specialist,PhD,23,138925.27,San Francisco
382,2020-05-15,Female,54,Marketing,Analyst,High School,37,142022.76,Seattle
383,2020-01-13,Non-binary,25,Sales,Analyst,Master,6,107113.15,Austin
384,2016-11-21,Non-binary,22,Customer Support,Engineer,High School,36,60592.76,Boston
385,2018-06-10,Non-binary,23,Sales,HR Specialist,PhD,10,64924.73,San Francisco
386,2015-03-19,Male,34,Sales,Manager,Master,2,77713.53,New York
387,2020-02-12,Non-binary,30,Finance,Analyst,Master,2,87339.85,San Francisco
388,2022-12-25,Female,24,Sales,Support Agent,Bachelor,22,135880.41,Austin
389,2015-01-03,Non-binary,55,Customer Support,Support Agent,PhD,15,132484.39,San Francisco
390,2020-07-20,Male,26,Sales,HR Specialist,PhD,38,74747.85,San Francisco
391,2019-05-17,Male,45,Finance,Engineer,PhD,18,122573.73,Chicago
392,2020-01-27,Non-binary,27,Engineering,HR Specialist,Master,16,70659.24,New York
393,2022-05-30,Female,42,Sales,Analyst,Bachelor,0,56563.19,Chicago
394,2015-02-05,Male,52,Sales,Manager,High School,31,38711.15,Chicago
395,2020-10-04,Female,27,Marketing,Sales Executive,Bachelor,20,84472.57,San Francisco
396,2021-07-28,Non-binary,51,Engineering,Engineer,PhD,25,79932.78,San Francisco
397,2022-03-08,Female,64,Marketing,Manager,Bachelor,31,66150.48,Boston
398,2020-10-19,Non-binary,59,Finance,Support Agent,PhD,19,145150.49,Chicago
399,2018-12-04,Male,32,Sales,HR Specialist,PhD,32,124951.35,Seattle
400,2022-08-15,Non-binary,35,Marketing,Sales Executive,Master,18,100661.91,San Francisco
401,2019-07-02,Female,59,Marketing,Manager,PhD,32,61508.75,New York
402,2016-11-29,Non-binary,23,Customer Support,Engineer,Master,25,98755.31,Austin
403,2018-01-11,Non-binary,31,Engineering,HR Specialist,Master,24,100076.58,Seattle
404,2021-07-08,Non-binary,33,Finance,Analyst,Master,11,137492.58,Chicago
405,2016-12-01,Male,22,HR,Sales Executive,Bachelor,28,47257.59,Chicago
406,2020-08-27,Male,49,Customer Support,Engineer,Master,20,40374.27,New York
407,2019-04-19,Female,27,HR,Support Agent,Master,29,66127.42,Seattle
408,2015-07-14,Female,28,Marketing,Manager,Bachelor,28,64114.81,New York
409,2020-07-20,Male,26,Engineering,HR Specialist,PhD,0,114306.94,New York
410,2017-09-17,Male,50,Engineering,Engineer,Bachelor,18,147613.41,Chicago
411,2015-01-19,Non-binary,26,Sales,Sales Executive,Bachelor,11,43454.66,Chicago
412,2021-12-09,Non-binary,44,HR,Engineer,Master,36,97873.16,Seattle
413,2017-01-18,Female,28,Sales,Sales Executive,High School,14,149641.45,New York
414,2022-06-17,Female,55,Finance,Engineer,PhD,7,73289.82,Seattle
415,2017-09-24,Male,41,Engineering,Engineer,Bachelor,36,148541.0,Boston
416,2019-03-24,Female,57,Marketing,HR Specialist,Bachelor,39,116468.24,Boston
417,2016-04-30,Female,55,HR,Sales Executive,PhD,33,108218.14,Austin
418,2017-10-05,Non-binary,36,Customer Support,Manager,High School,18,97889.76,San Francisco
419,2018-04-29,Female,41,Engineering,Sales Executive,PhD,11,54708.16,Seattle
420,2015-05-10,Female,48,Finance,Analyst,Master,15,106480.08,San Francisco
421,2019-11-27,Female,37,Customer Support,Support Agent,Master,25,121782.87,Boston
422,2015-11-30,Non-binary,23,HR,HR Specialist,High School,11,73278.57,Boston
423,2018-04-24,Female,27,Sales,Manager,Master,8,138391.16,Chicago
424,2017-07-15,Male,58,Sales,Manager,High School,6,68835.02,Seattle
425,2021-07-24,Female,42,Marketing,Analyst,High School,12,58292.25,Chicago
426,2019-08-08,Male,59,HR,HR Specialist,PhD,12,102772.1,Seattle
427,2021-11-18,Non-binary,23,Customer Support,Analyst,PhD,32,77907.26,New York
428,2018-10-08,Non-binary,43,Sales,Manager,Master,30,122097.8,Seattle
429,2015-01-21,Female,22,Sales,Analyst,High School,32,36330.33,Boston
430,2021-10-03,Female,38,Marketing,Engineer,High School,6,47082.52,Seattle
431,2018-09-24,Female,64,Finance,HR Specialist,PhD,17,120122.41,Chicago
432,2017-07-27,Non-binary,64,Marketing,Manager,High School,22,50503.18,San Francisco
433,2019-02-19,Non-binary,24,Engineering,Support Agent,PhD,39,37742.45,Boston
434,2018-10-11,Male,48,Marketing,Sales Executive,Bachelor,11,30407.73,Seattle
435,2022-12-13,Male,58,Engineering,HR Specialist,Bachelor,21,121461.32,New York
436,2021-04-18,Non-binary,22,Engineering,Engineer,Master,32,143222.69,San Francisco
437,2019-02-05,Non-binary,56,Sales,Manager,Master,30,94560.99,New York
438,2021-11-22,Male,54,Sales,Manager,Master,24,42292.79,New York
439,2016-05-28,Non-binary,58,Engineering,Manager,Master,12,69156.31,Seattle
440,2016-05-06,Non-binary,32,Finance,Support Agent,Bachelor,1,74458.25,San Francisco
441,2017-10-15,Female,42,Engineering,Analyst,Master,21,83233.52,Chicago
442,2016-04-23,Non-binary,45,Sales,Analyst,PhD,1,35780.15,Austin
443,2020-07-05,Female,64,HR,HR Specialist,High School,27,136249.13,Austin
444,2016-08-26,Male,43,HR,Support Agent,Master,13,139021.57,Boston
445,2017-03-20,Male,25,Marketing,Engineer,PhD,17,106905.03,New York
446,2018-12-01,Non-binary,42,Finance,Engineer,Bachelor,8,38189.85,Austin
447,2018-09-19,Female,49,Marketing,Support Agent,PhD,23,42266.02,San Francisco
448,2019-09-09,Female,22,Engineering,Engineer,High School,18,110410.28,San Francisco
449,2017-05-29,Male,29,Sales,Manager,PhD,14,38757.68,Seattle
450,2015-07-07,Non-binary,51,Sales,Engineer,PhD,27,32264.46,San Francisco
451,2020-04-13,Female,41,Marketing,Manager,High School,0,68219.85,New York
452,2019-01-17,Female,35,Marketing,Engineer,High School,15,64265.85,Chicago
453,2017-12-10,Female,60,Marketing,Support Agent,High School,39,96016.0,Chicago
454,2015-03-04,Male,49,Customer Support,Analyst,Bachelor,33,116155.09,Boston
455,2020-06-14,Male,41,Finance,Manager,Master,19,49601.61,Austin
456,2017-03-28,Non-binary,58,Sales,Engineer,PhD,31,39342.13,Austin
457,2015-01-15,Non-binary,63,Finance,Manager,High School,4,97449.2,San Francisco
458,2020-08-11,Female,52,Sales,Sales Executive,Bachelor,26,66154.35,Austin
459,2015-05-01,Male,43,Finance,Analyst,Bachelor,34,123259.79,Boston
460,2016-01-05,Non-binary,54,Marketing,Sales Executive,Master,18,38937.68,Boston
461,2017-05-22,Female,42,Engineering,Sales Executive,High School,16,85639.12,Austin
462,2021-12-21,Male,63,Customer Support,Manager,Master,34,120902.8,Seattle
463,2021-10-25,Male,28,Engineering,Engineer,Bachelor,2,102789.98,San Francisco
464,2016-05-20,Non-binary,40,HR,Engineer,Master,14,117576.88,Chicago
465,2017-03-05,Non-binary,29,Finance,HR Specialist,Master,14,63575.17,Chicago
466,2016-08-17,Non-binary,42,Finance,Manager,Master,39,70065.48,Chicago
467,2021-09-14,Female,31,Customer Support,Sales Executive,Master,0,85459.72,Boston
468,2016-07-17,Male,39,Customer Support,Sales Executive,Bachelor,18,108332.03,Seattle
469,2020-07-20,Non-binary,35,Marketing,Manager,Bachelor,2,56052.19,New York
470,2022-09-27,Non-binary,53,HR,HR Specialist,Master,37,45080.23,Seattle
471,2019-02-28,Male,32,Customer Support,Analyst,Master,24,79906.88,San Francisco
472,2017-05-16,Female,60,Marketing,Sales Executive,Bachelor,39,135531.68,Seattle
473,2018-02-26,Female,30,Marketing,Manager,High School,23,31959.67,Chicago
474,2020-06-26,Non-binary,52,Marketing,Support Agent,High School,31,99995.9,Austin
475,2018-11-13,Female,33,HR,HR Specialist,PhD,16,47989.88,Austin
476,2017-04-06,Male,43,Engineering,Support Agent,Master,35,100130.54,Chicago
477,2015-01-07,Non-binary,37,HR,Manager,High School,25,76115.9,New York
478,2015-02-07,Non-binary,48,Marketing,HR Specialist,Master,8,137579.04,Chicago
479,2018-01-13,Non-binary,52,Customer Support,Support Agent,Master,13,125743.23,San Francisco
480,2016-12-21,Non-binary,42,Marketing,Manager,PhD,26,84421.85,Chicago
481,2016-05-22,Male,34,HR,HR Specialist,PhD,29,48277.28,Chicago
482,2016-02-26,Male,27,HR,Support Agent,Master,9,83728.79,Seattle
483,2019-01-15,Female,59,Engineering,Support Agent,Master,25,87100.35,Chicago
484,2016-06-28,Male,47,Sales,Sales Executive,Master,8,59831.63,San Francisco
485,2017-09-27,Male,23,Sales,Engineer,Master,31,126287.73,Boston
486,2020-07-17,Male,45,Customer Support,Analyst,PhD,12,45813.31,Chicago
487,2015-10-12,Non-binary,27,Engineering,Analyst,High School,25,99127.73,Austin
488,2020-11-04,Non-binary,23,Finance,Analyst,High School,4,121255.91,Austin
489,2016-11-09,Non-binary,36,Sales,Engineer,PhD,4,42257.95,Austin
490,2018-04-16,Male,32,HR,HR Specialist,PhD,19,103693.09,New York
491,2019-02-10,Female,41,HR,Manager,High School,13,101461.49,Chicago
492,2021-02-25,Male,23,Customer Support,HR Specialist,PhD,4,61923.63,Austin
493,2020-03-16,Female,42,Finance,Engineer,Master,5,122015.33,Boston
494,2015-10-28,Female,31,Sales,Analyst,PhD,27,32654.7,Boston
495,2019-01-04,Female,61,Finance,Support Agent,PhD,11,64102.13,Boston
496,2017-02-21,Non-binary,55,Marketing,HR Specialist,PhD,29,82164.33,Boston
497,2020-08-15,Female,23,Customer Support,Analyst,PhD,37,135930.43,Chicago
498,2018-01-25,Non-binary,34,Customer Support,Support Agent,High School,39,45973.9,Austin
499,2017-01-05,Female,56,Finance,Analyst,PhD,16,88863.77,New York
500,2016-06-23,Male,37,Marketing,Manager,Bachelor,0,109314.06,Chicago
501,2016-04-26,Male,35,Finance,Engineer,PhD,31,130414.38,Boston
502,2018-10-06,Male,30,Customer Support,Manager,Master,16,40625.72,Chicago
503,2017-02-21,Male,54,Marketing,Sales Executive,Master,26,41096.2,San Francisco
504,2016-08-27,Non-binary,36,Finance,Sales Executive,Master,10,123709.53,Boston
505,2018-06-23,Male,35,HR,Support Agent,High School,36,132764.24,Austin
506,2020-12-01,Male,37,HR,Analyst,Master,3,52419.01,Boston
507,2020-03-31,Male,25,Finance,Analyst,Master,25,131195.07,Boston
508,2017-04-29,Non-binary,43,Marketing,HR Specialist,Master,20,83626.79,Boston
509,2021-03-28,Non-binary,30,Finance,Sales Executive,Master,35,77198.06,Boston
510,2017-01-20,Non-binary,62,Finance,Manager,High School,24,114193.8,Seattle
511,2019-01-17,Non-binary,24,Sales,Analyst,Master,35,90076.74,New York
512,2020-08-17,Male,35,HR,Engineer,Bachelor,31,100316.9,Austin
513,2021-11-24,Male,46,Engineering,HR Specialist,High School,11,89221.13,New York
514,2015-07-14,Non-binary,61,Sales,Manager,Bachelor,34,82342.53,San Francisco
515,2017-02-26,Male,62,Customer Support,Support Agent,PhD,25,133443.06,New York
516,2020-02-22,Female,37,Sales,HR Specialist,Bachelor,19,90110.67,Austin
517,2018-01-11,Non-binary,35,HR,HR Specialist,PhD,3,47373.57,Seattle
518,2017-05-16,Female,28,Engineering,Sales Executive,Bachelor,4,88917.98,Chicago
519,2020-02-19,Male,48,HR,Support Agent,Master,0,124551.49,San Francisco
520,2019-08-03,Male,22,Sales,Support Agent,High School,39,31757.15,New York
521,2015-10-21,Male,32,Customer Support,Manager,High School,25,100260.8,Seattle
522,2022-12-05,Male,42,Engineering,Support Agent,Bachelor,24,85254.34,Chicago
523,2020-04-13,Non-binary,52,Finance,Engineer,High School,11,146703.24,New York
524,2019-11-13,Female,56,HR,Engineer,PhD,35,34999.15,Chicago
525,2016-06-07,Non-binary,61,Engineering,HR Specialist,Bachelor,20,74350.02,Seattle
526,2018-08-03,Male,40,Sales,Engineer,PhD,19,117982.72,San Francisco
527,2016-03-29,Non-binary,53,HR,Sales Executive,High School,19,83512.24,New York
528,2017-08-19,Male,30,Sales,Manager,PhD,0,149116.75,New York
529,2018-08-24,Non-binary,53,HR,Manager,High School,21,40087.83,Chicago
530,2020-12-03,Male,56,Sales,Support Agent,Master,36,145151.26,Seattle
531,2017-11-27,Non-binary,31,Marketing,HR Specialist,Master,23,65225.39,Seattle
532,2021-04-12,Non-binary,59,HR,HR Specialist,PhD,8,38437.97,Boston
533,2016-04-18,Female,28,HR,Support Agent,PhD,27,132973.4,Boston
534,2022-10-23,Male,53,Sales,HR Specialist,Master,28,71056.23,Seattle
535,2021-06-01,Non-binary,61,Marketing,Sales Executive,High School,32,31646.74,San Francisco
536,2021-07-14,Non-binary,62,HR,Engineer,Master,21,142112.39,Seattle
537,2017-11-23,Female,32,Engineering,HR Specialist,Master,0,113393.46,New York
538,2015-10-25,Non-binary,44,Engineering,Manager,PhD,38,135784.43,Seattle
539,2017-12-13,Female,60,HR,Manager,PhD,34,95051.35,San Francisco
540,2016-06-02,Female,43,HR,Sales Executive,Bachelor,8,84854.16,Chicago
541,2015-04-23,Female,30,Marketing,Manager,Master,6,36368.27,Boston
542,2017-06-13,Non-binary,27,Marketing,Support Agent,High School,30,113801.35,Boston
543,2017-06-14,Female,40,Customer Support,HR Specialist,High School,36,97536.24,Boston
544,2020-11-12,Female,49,Customer Support,Analyst,High School,18,110542.26,San Francisco
545,2017-07-04,Non-binary,33,Sales,Sales Executive,PhD,31,53754.06,New York
546,2020-08-25,Female,52,Finance,Sales Executive,PhD,7,91757.68,San Francisco
547,2015-08-25,Female,53,Customer Support,Engineer,PhD,6,101948.13,Austin
548,2019-06-02,Female,56,Sales,Support Agent,PhD,21,132838.3,Chicago
549,2021-10-05,Female,29,Customer Support,Manager,Bachelor,30,68718.23,New York
550,2019-05-13,Non-binary,24,Customer Support,Engineer,Bachelor,11,68281.49,Chicago
551,2020-09-05,Male,37,Finance,Manager,Master,16,103153.5,Seattle
552,2018-06-15,Male,49,Sales,Analyst,Bachelor,35,108673.75,Boston
553,2021-10-27,Female,42,Marketing,Sales Executive,Master,13,48009.11,Austin
554,2018-08-26,Non-binary,47,Engineering,Sales Executive,Master,27,69277.41,Chicago
555,2015-10-31,Female,23,HR,Analyst,High School,7,84835.06,Chicago
556,2015-03-28,Non-binary,51,Finance,Analyst,PhD,0,72311.43,New York
557,2018-02-11,Non-binary,40,Customer Support,Support Agent,High School,1,85514.88,Seattle
558,2019-01-08,Female,60,Finance,Sales Executive,Bachelor,17,34007.74,Seattle
559,2021-10-12,Non-binary,51,Sales,Manager,PhD,31,124915.6,Boston
560,2019-07-31,Male,59,Finance,Engineer,Bachelor,3,111171.58,Seattle
561,2020-11-11,Female,26,Customer Support,Support Agent,Master,8,46529.65,Austin
562,2015-05-16,Female,45,Customer Support,Support Agent,Bachelor,3,131568.46,Boston
563,2016-11-24,Male,27,Finance,Support Agent,High School,2,68534.62,Austin
564,2021-01-19,Non-binary,31,Marketing,HR Specialist,High School,35,58738.52,Chicago
565,2021-04-27,Female,56,HR,Support Agent,High School,33,142472.91,Boston
566,2017-03-13,Non-binary,49,Customer Support,Manager,Bachelor,32,33006.64,San Francisco
567,2022-04-07,Female,57,Customer Support,HR Specialist,Master,39,97747.22,New York
568,2019-07-18,Male,48,Sales,Engineer,Master,6,77882.02,Boston
569,2017-09-19,Female,58,HR,Sales Executive,Bachelor,34,47896.59,Chicago
570,2022-10-02,Non-binary,47,Marketing,Engineer,High School,36,76987.43,Seattle
571,2020-02-21,Female,49,Marketing,Engineer,Master,35,129696.48,Austin
572,2021-06-29,Non-binary,60,Finance,Support Agent,Master,30,121806.31,Boston
573,2017-05-29,Non-binary,41,HR,Sales Executive,Master,18,40171.15,Seattle
574,2022-11-16,Non-binary,47,Engineering,HR Specialist,Master,18,145224.4,Boston
575,2018-01-08,Non-binary,27,HR,Engineer,Bachelor,26,47400.53,Austin
576,2021-09-07,Female,56,Customer Support,Sales Executive,High School,8,129583.72,Seattle
577,2017-04-20,Non-binary,31,Marketing,Sales Executive,Master,9,129810.31,Chicago
578,2015-05-25,Non-binary,41,Marketing,Support Agent,PhD,11,99192.86,Austin
579,2015-05-08,Non-binary,27,Sales,Analyst,High School,22,89300.79,San Francisco
580,2022-06-07,Female,61,Engineering,Engineer,PhD,38,49421.81,Chicago
581,2021-04-13,Female,46,Engineering,Support Agent,Master,17,57878.58,San Francisco
582,2016-06-23,Non-binary,38,Engineering,Sales Executive,High School,18,110699.29,Austin
583,2016-08-23,Male,32,Sales,Analyst,PhD,9,125952.55,Boston
584,2017-01-14,Male,35,Engineering,Analyst,High School,10,129261.85,Chicago
585,2016-02-23,Male,31,Marketing,Sales Executive,Bachelor,37,59526.28,Chicago
586,2021-01-08,Non-binary,39,Engineering,Manager,PhD,17,53472.73,New York
587,2017-12-18,Non-binary,57,Engineering,Support Agent,PhD,32,136435.3,San Francisco
588,2016-04-03,Non-binary,59,HR,Sales Executive,High School,19,138214.65,Seattle
589,2019-11-23,Female,47,HR,Sales Executive,PhD,20,32981.07,Chicago
590,2020-12-28,Male,35,Finance,Engineer,Bachelor,11,61068.68,Seattle
591,2018-04-11,Male,48,Customer Support,Support Agent,PhD,20,77085.25,Boston
592,2021-03-09,Female,60,Customer Support,Analyst,Bachelor,30,90740.67,New York
593,2018-11-16,Female,56,Finance,Analyst,Bachelor,5,117026.79,New York
594,2020-03-07,Female,43,Engineering,Support Agent,Master,19,143426.61,New York
595,2018-01-11,Male,30,Marketing,Sales Executive,Bachelor,38,36030.59,Seattle
